ID_Date,StateCode,StationId,Date,PM2.5,PM10,O3,CO,SO2,AQI
DL_21_2022-10-25,DL,21,2022-10-25,29.5575,70.455,29.085,0.3885,15.0885,92.0
DL_21_2022-10-26,DL,21,2022-10-26,46.452,113.631,24.507,0.525,17.5455,104.0
DL_21_2022-10-27,DL,21,2022-10-27,25.557,43.722,30.9225,0.399,15.939,65.0
DL_21_2022-10-28,DL,21,2022-10-28,38.283,65.226,34.041,0.5145,17.3565,52.0
DL_21_2022-10-29,DL,21,2022-10-29,56.4795,104.2125,36.708,0.609,17.829,101.0
DL_21_2022-10-30,DL,21,2022-10-30,52.08,111.972,32.0565,0.546,18.2595,104.0
DL_21_2022-11-01,DL,21,2022-11-01,57.624,122.073,33.6,0.5775,20.1915,113.0
DL_21_2022-11-02,DL,21,2022-11-02,31.794,90.804,31.248,0.42,17.493,102.0
DL_21_2022-11-03,DL,21,2022-11-03,30.0825,65.226,24.5805,0.441,17.577,82.0
DL_21_2022-11-04,DL,21,2022-11-04,23.121,46.452,25.5675,0.4305,17.787,49.0
DL_21_2022-11-05,DL,21,2022-11-05,50.7675,93.114,28.413,0.525,21.7875,79.0
DL_21_2022-11-06,DL,21,2022-11-06,49.623,135.5235,27.51,0.567,21.8505,97.0
DL_21_2022-11-07,DL,21,2022-11-07,25.0005,69.4155,31.5,0.357,19.2255,81.0
DL_21_2022-11-08,DL,21,2022-11-08,41.8005,95.928,34.167,0.504,19.2675,80.0
DL_21_2022-11-09,DL,21,2022-11-09,56.1435,116.046,36.6135,0.546,20.0235,106.0
DL_21_2022-11-10,DL,21,2022-11-10,38.703,111.258,29.568,0.4725,18.4275,117.0
DL_21_2022-11-11,DL,21,2022-11-11,38.682,80.997,31.6575,0.483,18.9315,81.0
DL_21_2022-11-12,DL,21,2022-11-12,39.585,80.766,32.865,0.483,20.244,89.0
DL_21_2022-11-13,DL,21,2022-11-13,61.8975,140.2905,27.573,0.6405,21.336,104.0
DL_21_2022-11-14,DL,21,2022-11-14,48.237,122.3985,28.77,0.5985,16.3905,90.0
DL_21_2022-11-15,DL,21,2022-11-15,36.8655,87.801,33.9675,0.441,17.1885,85.0
DL_21_2022-11-16,DL,21,2022-11-16,68.355,123.333,37.7685,0.567,17.325,122.0
DL_21_2022-11-17,DL,21,2022-11-17,82.3095,157.9515,36.6975,0.7455,20.286,144.0
DL_21_2022-11-18,DL,21,2022-11-18,81.228,152.145,27.51,0.7875,23.163,164.0
DL_21_2022-11-19,DL,21,2022-11-19,79.611,161.6265,30.8175,0.945,20.37,158.0
DL_21_2022-11-20,DL,21,2022-11-20,55.4085,122.073,26.9325,0.63,17.3145,136.0
DL_21_2022-11-21,DL,21,2022-11-21,36.771,125.055,32.109,0.525,18.186,116.0
DL_21_2022-11-22,DL,21,2022-11-22,67.2525,166.9815,38.262,1.0395,26.5335,135.0
DL_21_2022-11-23,DL,21,2022-11-23,58.695,174.7725,19.3095,1.0185,17.3775,149.0
DL_21_2022-11-24,DL,21,2022-11-24,41.559,165.312,76.965,0.42,21.567,162.0
DL_21_2022-11-25,DL,21,2022-11-25,50.778,136.1535,91.476,0.5775,27.8985,202.0
DL_21_2022-11-26,DL,21,2022-11-26,34.9545,153.7305,62.916,0.7035,18.942,228.0
DL_21_2022-11-27,DL,21,2022-11-27,35.868,151.62,120.561,0.441,21.1365,198.0
DL_21_2022-11-28,DL,21,2022-11-28,32.2455,228.06,137.0775,0.399,19.152,262.0
DL_21_2022-11-29,DL,21,2022-11-29,23.436,59.409,133.9065,0.3885,17.5245,226.0
DL_21_2022-11-30,DL,21,2022-11-30,22.060499999999998,43.2705,128.667,0.357,16.20675,225.5
DL_21_2022-12-01,DL,21,2022-12-01,42.483,78.9915,94.752,0.5565,21.84,210.0
DL_21_2022-12-02,DL,21,2022-12-02,43.701,92.568,88.5255,0.525,18.7845,220.0
DL_21_2022-12-03,DL,21,2022-12-03,49.8855,110.1345,80.262,0.609,22.7745,204.0
DL_23_2021-01-04,DL,23,2021-01-04,38.88,145.42,25.89,0.87,18.7,132.0
DL_23_2021-01-05,DL,23,2021-01-05,37.65,173.98,16.81,0.84,20.47,131.0
DL_23_2021-01-06,DL,23,2021-01-06,63.48,214.23,32.42,0.84,17.93,173.0
DL_23_2021-01-07,DL,23,2021-01-07,73.98,298.29,36.57,0.95,13.0,198.0
DL_23_2021-01-08,DL,23,2021-01-08,79.35,322.56,38.85,1.15,17.52,312.0
DL_23_2021-01-09,DL,23,2021-01-09,73.32,207.86,36.43,1.37,21.92,192.0
DL_23_2021-01-10,DL,23,2021-01-10,44.33,145.12,20.07,0.96,19.64,144.0
DL_23_2021-01-11,DL,23,2021-01-11,38.08,130.71,10.47,0.99,20.92,125.0
DL_23_2021-01-12,DL,23,2021-01-12,36.04,139.67,15.7,0.88,14.92,124.0
DL_23_2021-01-13,DL,23,2021-01-13,26.83,63.83,7.1,1.14,8.71,107.0
DL_23_2021-01-14,DL,23,2021-01-14,38.83,85.96,8.81,1.09,21.62,73.0
DL_23_2021-01-15,DL,23,2021-01-15,31.97,98.86,13.95,1.01,12.96,97.0
DL_23_2021-01-16,DL,23,2021-01-16,26.43,97.25,3.67,0.92,10.89,100.0
DL_23_2021-01-17,DL,23,2021-01-17,36.28,178.65,15.04,1.35,24.8,94.0
DL_23_2021-01-18,DL,23,2021-01-18,39.15,139.16,11.93,1.07,19.59,138.0
DL_23_2021-01-19,DL,23,2021-01-19,35.55,116.08,13.38,0.84,21.74,114.0
DL_23_2021-01-20,DL,23,2021-01-20,36.74,101.98,5.5,0.85,23.44,100.0
DL_23_2021-01-21,DL,23,2021-01-21,46.58,131.94,6.88,1.12,23.86,125.0
DL_23_2021-01-22,DL,23,2021-01-22,22.38,52.96,7.43,0.98,23.63,82.0
DL_23_2021-01-23,DL,23,2021-01-23,32.1,94.48,7.16,1.0,19.25,69.0
DL_23_2021-01-24,DL,23,2021-01-24,43.35,167.81,12.4,1.05,14.39,122.0
DL_23_2021-01-25,DL,23,2021-01-25,23.69,96.88,5.28,0.83,8.76,126.0
DL_23_2021-01-26,DL,23,2021-01-26,17.26,44.3,4.95,0.77,15.05,72.0
DL_23_2021-01-27,DL,23,2021-01-27,10.31,24.09,7.25,0.72,13.97,44.0
DL_23_2021-01-28,DL,23,2021-01-28,25.58,71.08,9.65,0.86,14.04,49.0
DL_23_2021-01-29,DL,23,2021-01-29,39.32,190.07,15.01,0.77,13.39,61.0
DL_23_2021-01-30,DL,23,2021-01-30,35.4,166.79,12.46,0.85,12.65,144.0
DL_23_2021-01-31,DL,23,2021-01-31,39.7,223.85,13.48,0.85,13.94,168.0
DL_23_2021-02-01,DL,23,2021-02-01,45.92,241.43,14.67,0.84,10.84,173.0
DL_23_2021-02-02,DL,23,2021-02-02,60.38,364.2,8.35,0.86,11.22,275.0
DL_23_2021-02-03,DL,23,2021-02-03,52.76,347.49,6.45,0.69,11.47,312.0
DL_23_2021-02-04,DL,23,2021-02-04,62.04,379.77,7.19,0.73,11.3,288.0
DL_23_2021-02-05,DL,23,2021-02-05,51.34,298.5,3.74,0.72,9.43,332.0
DL_23_2021-02-06,DL,23,2021-02-06,43.82,150.62,4.42,0.91,10.68,186.0
DL_23_2021-02-07,DL,23,2021-02-07,49.12,160.94,6.84,0.97,13.68,130.0
DL_23_2021-02-08,DL,23,2021-02-08,38.86,97.97,6.43,0.97,11.67,124.0
DL_23_2021-02-09,DL,23,2021-02-09,37.08,122.39,15.52,0.89,7.59,106.0
DL_23_2021-02-10,DL,23,2021-02-10,50.42,228.71,5.6,1.14,11.27,157.0
DL_23_2021-02-11,DL,23,2021-02-11,27.36,153.69,6.33,0.72,14.76,152.0
DL_23_2021-02-12,DL,23,2021-02-12,21.12,110.23,5.53,0.71,11.01,124.0
DL_23_2021-02-13,DL,23,2021-02-13,25.75,131.79,6.9,0.79,13.0,111.0
DL_23_2021-02-14,DL,23,2021-02-14,47.48,185.77,9.13,0.95,14.01,137.0
DL_23_2021-02-15,DL,23,2021-02-15,38.46,133.69,10.49,0.82,12.3,156.0
DL_23_2021-02-16,DL,23,2021-02-16,48.04,124.08,17.92,1.43,11.89,110.0
DL_23_2021-02-17,DL,23,2021-02-17,58.85,146.23,6.69,0.92,12.35,123.0
DL_23_2021-02-18,DL,23,2021-02-18,37.27,124.04,2.43,0.94,13.08,130.0
DL_23_2021-02-19,DL,23,2021-02-19,68.68,192.5,2.21,1.3,21.18,130.0
DL_23_2021-02-20,DL,23,2021-02-20,73.24,183.28,2.39,1.21,15.06,158.0
DL_23_2021-02-21,DL,23,2021-02-21,32.17,131.17,2.11,1.04,16.78,128.0
DL_23_2021-02-22,DL,23,2021-02-22,28.89,100.53,2.02,1.24,17.57,124.0
DL_23_2021-02-23,DL,23,2021-02-23,28.06,96.17,6.11,0.91,19.88,91.0
DL_23_2021-02-24,DL,23,2021-02-24,21.15,164.96,14.24,0.78,22.58,109.0
DL_23_2021-02-25,DL,23,2021-02-25,14.69,149.31,16.52,0.67,32.99,146.0
DL_23_2021-02-26,DL,23,2021-02-26,19.11,132.21,22.87,0.74,15.53,130.0
DL_23_2021-02-27,DL,23,2021-02-27,25.9,102.31,14.8,0.87,13.04,97.0
DL_23_2021-02-28,DL,23,2021-02-28,32.6125,123.91,5.755,1.06,13.1725,108.0
DL_23_2021-03-01,DL,23,2021-03-01,46.35,174.35,3.18,1.19,16.16,177.0
DL_23_2021-03-02,DL,23,2021-03-02,35.34,86.11,3.08,0.97,19.84,124.0
DL_23_2021-03-03,DL,23,2021-03-03,38.76,72.77,2.65,1.23,10.57,70.0
DL_23_2021-03-04,DL,23,2021-03-04,59.12,130.56,3.74,1.69,13.22,112.0
DL_23_2021-03-05,DL,23,2021-03-05,34.53,135.77,5.39,0.99,12.5,113.0
DL_23_2021-03-06,DL,23,2021-03-06,33.54,149.01,5.62,0.89,15.01,148.0
DL_23_2021-03-07,DL,23,2021-03-07,28.9,76.98,5.24,1.03,17.29,94.0
DL_23_2021-03-08,DL,23,2021-03-08,27.3,74.06,4.84,0.99,18.58,79.0
DL_23_2021-03-09,DL,23,2021-03-09,19.66,63.94,3.44,0.8,21.73,65.0
DL_23_2021-03-10,DL,23,2021-03-10,35.96,128.83,5.56,0.92,14.11,86.0
DL_23_2021-03-11,DL,23,2021-03-11,22.5,126.83,7.07,0.79,14.28,120.0
DL_23_2021-03-12,DL,23,2021-03-12,22.53,173.3,15.68,0.7,15.99,131.0
DL_23_2021-03-13,DL,23,2021-03-13,20.36,162.67,24.03,0.71,22.82,146.0
DL_23_2021-03-14,DL,23,2021-03-14,30.83,190.54,27.59,0.75,15.47,152.0
DL_23_2021-03-15,DL,23,2021-03-15,50.38,252.42,26.96,0.82,19.88,189.0
DL_23_2021-03-16,DL,23,2021-03-16,44.67,201.71,28.6,0.78,17.68,186.0
DL_23_2021-03-17,DL,23,2021-03-17,61.71,244.08,44.25,0.92,16.34,177.0
DL_23_2021-03-18,DL,23,2021-03-18,63.19,250.62,44.48,0.92,18.63,200.0
DL_23_2021-03-19,DL,23,2021-03-19,67.5,298.4,48.32,1.0,17.14,225.0
DL_23_2021-03-20,DL,23,2021-03-20,82.12,286.44,57.17,1.13,28.05,246.0
DL_23_2021-03-21,DL,23,2021-03-21,47.31,158.54,24.53,0.93,17.67,196.0
DL_23_2021-03-22,DL,23,2021-03-22,20.13,43.23,15.84,0.87,16.81,81.0
DL_23_2021-03-23,DL,23,2021-03-23,30.33,66.17,21.49,0.81,26.91,64.0
DL_23_2021-03-24,DL,23,2021-03-24,15.02,28.94,18.19,0.79,23.28,56.0
DL_23_2021-03-25,DL,23,2021-03-25,16.81,51.11,28.86,0.79,27.63,48.0
DL_23_2021-03-26,DL,23,2021-03-26,46.94,163.35,30.75,1.11,23.66,96.0
DL_23_2021-03-27,DL,23,2021-03-27,81.1,310.96,34.27,1.46,32.95,215.0
DL_23_2021-03-28,DL,23,2021-03-28,100.38,394.35,30.88,1.77,26.54,322.0
DL_23_2021-03-29,DL,23,2021-03-29,101.21,409.39,36.9,1.46,19.72,365.0
DL_23_2021-03-30,DL,23,2021-03-30,75.47,235.77,32.53,1.21,22.36,244.0
DL_23_2021-04-01,DL,23,2021-04-01,77.69,295.28,31.09,1.2,20.29,205.0
DL_23_2021-04-02,DL,23,2021-04-02,82.8,244.01,24.5,1.09,28.81,248.0
DL_23_2021-04-03,DL,23,2021-04-03,71.97,287.94,26.7,1.09,23.28,193.0
DL_23_2021-04-04,DL,23,2021-04-04,130.86,343.54,42.27,1.38,20.41,260.0
DL_23_2021-04-05,DL,23,2021-04-05,218.46,450.0,27.09,1.59,21.78,425.0
DL_23_2021-04-06,DL,23,2021-04-06,99.15,355.52,16.32,1.15,23.92,322.0
DL_23_2021-04-07,DL,23,2021-04-07,95.71,299.58,28.96,1.09,20.99,286.0
DL_23_2021-04-08,DL,23,2021-04-08,125.4,373.23,36.98,1.35,29.47,294.0
DL_23_2021-04-09,DL,23,2021-04-09,123.02,371.32,59.12,1.8,21.56,310.0
DL_23_2021-04-10,DL,23,2021-04-10,99.61,307.74,23.98,1.61,19.29,333.0
DL_23_2021-04-11,DL,23,2021-04-11,77.81,230.54,19.88,1.07,25.42,217.0
DL_23_2021-04-12,DL,23,2021-04-12,83.04,269.19,25.79,0.93,22.24,174.0
DL_23_2021-04-13,DL,23,2021-04-13,153.0,396.5,24.76,1.29,22.0,314.0
DL_23_2021-04-14,DL,23,2021-04-14,134.54,361.93,25.46,1.22,24.17,344.0
DL_23_2021-04-15,DL,23,2021-04-15,131.77,356.79,25.0,1.23,23.0,308.0
DL_23_2021-04-16,DL,23,2021-04-16,229.93,569.2,27.85,2.55,25.48,472.0
DL_23_2021-04-17,DL,23,2021-04-17,172.5,500.03,14.15,1.85,22.78,500.0
DL_23_2021-04-18,DL,23,2021-04-18,200.4,533.31,50.64,2.66,21.78,560.0
DL_23_2021-04-19,DL,23,2021-04-19,152.68,402.85,55.02,1.3,20.06,415.0
DL_23_2021-04-20,DL,23,2021-04-20,201.2,473.91,44.8,1.37,21.03,390.0
DL_23_2021-04-21,DL,23,2021-04-21,156.31,408.21,42.24,1.43,19.42,427.0
DL_23_2021-04-22,DL,23,2021-04-22,159.09,499.93,42.69,1.41,17.68,384.0
DL_23_2021-04-23,DL,23,2021-04-23,150.86,452.92,43.33,1.39,20.93,466.0
DL_23_2021-04-24,DL,23,2021-04-24,238.29,649.78,45.09,2.46,27.3,608.0
DL_23_2021-04-25,DL,23,2021-04-25,238.23,628.69,47.84,2.4,24.63,623.0
DL_23_2021-04-26,DL,23,2021-04-26,240.62,614.62,31.07,2.36,23.78,671.0
DL_23_2021-04-27,DL,23,2021-04-27,293.31,638.05,41.93,2.94,20.89,650.0
DL_23_2021-04-28,DL,23,2021-04-28,280.56,539.09,38.63,2.13,16.42,585.0
DL_23_2021-04-29,DL,23,2021-04-29,305.15,613.35,36.74,2.2,27.86,572.0
DL_23_2021-04-30,DL,23,2021-04-30,323.35,636.895,41.394999999999996,2.755,28.82,639.0
DL_23_2021-05-01,DL,23,2021-05-01,366.81,584.99,48.44,3.3,28.28,703.0
DL_23_2021-05-02,DL,23,2021-05-02,222.26,413.75,45.55,2.02,26.79,458.0
DL_23_2021-05-03,DL,23,2021-05-03,186.12,361.72,40.13,1.61,27.95,364.0
DL_23_2021-05-04,DL,23,2021-05-04,111.14,201.3,64.92,0.89,21.92,267.0
DL_23_2021-05-05,DL,23,2021-05-05,379.25,547.71,34.24,1.76,22.02,440.0
DL_23_2021-05-06,DL,23,2021-05-06,224.56,437.93,53.68,1.19,22.41,485.0
DL_23_2021-05-07,DL,23,2021-05-07,212.15,361.17,56.21,1.17,29.93,378.0
DL_23_2021-05-08,DL,23,2021-05-08,339.81,489.42,29.48,1.79,40.84,420.0
DL_23_2021-05-09,DL,23,2021-05-09,312.55,451.0,35.67,2.03,23.73,479.0
DL_23_2021-05-10,DL,23,2021-05-10,378.11,535.25,32.9,3.36,25.93,457.0
DL_23_2021-05-11,DL,23,2021-05-11,383.17,613.33,36.46,3.78,25.89,638.0
DL_23_2021-05-12,DL,23,2021-05-12,372.98,629.31,39.52,2.93,30.74,599.0
DL_23_2021-05-13,DL,23,2021-05-13,323.12,538.83,14.75,3.52,29.42,635.0
DL_23_2021-05-14,DL,23,2021-05-14,140.04,238.21,15.77,1.61,25.84,378.0
DL_23_2021-05-15,DL,23,2021-05-15,130.08,213.31,18.85,1.27,21.67,296.0
DL_23_2021-05-16,DL,23,2021-05-16,187.5,311.83,28.44,1.16,24.69,351.0
DL_23_2021-05-17,DL,23,2021-05-17,178.01,374.35,20.68,1.3,20.71,329.0
DL_23_2021-05-18,DL,23,2021-05-18,210.04,394.29,23.68,1.71,23.55,405.0
DL_23_2021-05-19,DL,23,2021-05-19,194.83,380.56,29.64,1.71,22.51,352.0
DL_23_2021-05-20,DL,23,2021-05-20,292.9,531.9,20.52,1.99,21.1,435.0
DL_23_2021-05-21,DL,23,2021-05-21,271.12,474.73,17.55,1.69,27.97,510.0
DL_23_2021-05-22,DL,23,2021-05-22,180.0,419.31,19.68,1.93,32.0,393.0
DL_23_2021-05-23,DL,23,2021-05-23,256.46,490.73,7.31,1.88,34.48,509.0
DL_23_2021-05-24,DL,23,2021-05-24,141.88,326.58,18.25,1.19,24.74,349.0
DL_23_2021-05-25,DL,23,2021-05-25,172.15,345.54,28.92,1.44,21.79,323.0
DL_23_2021-05-26,DL,23,2021-05-26,300.21,519.74,31.75,2.26,26.7,430.0
DL_23_2021-05-27,DL,23,2021-05-27,313.51,584.54,20.5,3.17,17.78,582.0
DL_23_2021-05-28,DL,23,2021-05-28,253.28,434.11,18.48,2.87,20.33,499.0
DL_23_2021-05-29,DL,23,2021-05-29,301.91,522.31,16.59,2.06,17.88,447.0
DL_23_2021-05-30,DL,23,2021-05-30,254.86,467.26,16.93,1.74,18.45,464.0
DL_23_2021-06-01,DL,23,2021-06-01,209.16,398.38,21.0,1.9,21.26,415.0
DL_23_2021-06-02,DL,23,2021-06-02,194.65,421.46,24.16,1.78,23.52,358.0
DL_23_2021-06-03,DL,23,2021-06-03,226.52,450.29,15.3,1.92,23.9,420.0
DL_23_2021-06-04,DL,23,2021-06-04,315.85,525.43,11.83,2.36,20.1,491.0
DL_23_2021-06-05,DL,23,2021-06-05,264.98,517.72,12.02,1.97,20.87,522.0
DL_23_2021-06-06,DL,23,2021-06-06,312.0,624.36,25.17,2.59,20.71,617.0
DL_23_2021-06-07,DL,23,2021-06-07,246.48,506.27,23.25,1.79,20.36,515.0
DL_23_2021-06-08,DL,23,2021-06-08,239.46,521.86,22.74,1.95,21.82,503.0
DL_23_2021-06-09,DL,23,2021-06-09,258.04,551.94,17.98,2.62,22.82,541.0
DL_23_2021-06-10,DL,23,2021-06-10,272.02,585.05,32.39,3.44,21.49,570.0
DL_23_2021-06-11,DL,23,2021-06-11,260.76,578.84,21.11,3.25,19.58,593.0
DL_23_2021-06-12,DL,23,2021-06-12,175.61,394.21,25.12,2.15,18.45,517.0
DL_23_2021-06-13,DL,23,2021-06-13,85.83,206.2,11.94,0.94,17.53,231.0
DL_23_2021-06-14,DL,23,2021-06-14,113.54,276.28,32.04,1.06,17.95,247.0
DL_23_2021-06-15,DL,23,2021-06-15,121.74,308.72,49.18,1.07,18.32,294.0
DL_23_2021-06-16,DL,23,2021-06-16,155.81,357.3,50.78,1.1,22.21,314.0
DL_23_2021-06-17,DL,23,2021-06-17,271.24,504.25,25.9,1.76,22.91,397.0
DL_23_2021-06-18,DL,23,2021-06-18,318.3,522.53,32.36,1.91,28.07,513.0
DL_23_2021-06-19,DL,23,2021-06-19,243.07,471.21,32.27,1.74,27.16,471.0
DL_23_2021-06-20,DL,23,2021-06-20,344.76,575.98,33.58,2.27,28.28,536.0
DL_23_2021-06-21,DL,23,2021-06-21,327.35,528.48,28.86,2.15,27.28,525.0
DL_23_2021-06-22,DL,23,2021-06-22,368.89,548.76,39.27,2.37,27.66,566.0
DL_23_2021-06-23,DL,23,2021-06-23,591.39,617.21,32.62,5.21,28.21,606.0
DL_23_2021-06-24,DL,23,2021-06-24,525.1,749.18,23.5,3.67,27.98,739.0
DL_23_2021-06-25,DL,23,2021-06-25,345.85,536.54,24.08,1.94,25.57,635.0
DL_23_2021-06-26,DL,23,2021-06-26,365.17,487.48,27.98,2.6,28.86,503.0
DL_23_2021-06-27,DL,23,2021-06-27,471.39,609.43,39.17,3.55,28.41,577.0
DL_23_2021-06-28,DL,23,2021-06-28,359.1,543.23,28.44,2.11,26.26,546.0
DL_23_2021-06-29,DL,23,2021-06-29,334.26,586.93,25.39,2.45,27.61,597.0
DL_23_2021-06-30,DL,23,2021-06-30,404.20500000000004,615.435,20.68,2.99,31.905,622.0
DL_23_2021-07-01,DL,23,2021-07-01,364.8438,525.4428,24.5106,2.7846,29.529,593.0
DL_23_2021-07-02,DL,23,2021-07-02,484.6734,705.7584,23.7864,4.2738,28.7946,683.0
DL_23_2021-07-03,DL,23,2021-07-03,460.6218,635.6742,18.564,2.4378,24.3984,659.0
DL_23_2021-07-04,DL,23,2021-07-04,324.462,482.3274,15.3714,2.2032,24.99,512.0
DL_23_2021-07-05,DL,23,2021-07-05,377.1858,604.8192,29.223,3.2232,25.7448,594.0
DL_23_2021-07-06,DL,23,2021-07-06,187.272,299.4516,32.895,1.3974,23.7252,448.0
DL_23_2021-07-07,DL,23,2021-07-07,241.689,448.0146,15.5958,1.8462,26.3364,367.0
DL_23_2021-07-08,DL,23,2021-07-08,216.1788,396.4638,27.3564,1.4688,26.4996,407.0
DL_23_2021-07-09,DL,23,2021-07-09,178.0308,397.3716,35.1186,1.4892,28.1724,361.0
DL_23_2021-07-10,DL,23,2021-07-10,242.0562,428.1042,21.1446,1.989,24.888,408.0
DL_23_2021-07-11,DL,23,2021-07-11,284.6616,671.6292,20.553,3.4374,28.4682,580.0
DL_23_2021-07-12,DL,23,2021-07-12,304.9596,717.6414,23.1234,4.0494,32.5176,725.0
DL_23_2021-07-13,DL,23,2021-07-13,197.9616,491.2116,28.4784,2.295,29.0394,632.0
DL_23_2021-07-14,DL,23,2021-07-14,127.245,401.6862,36.4548,1.3464,28.3968,329.0
DL_23_2021-07-15,DL,23,2021-07-15,171.87,453.8796,29.4168,1.8972,31.1814,385.0
DL_23_2021-07-16,DL,23,2021-07-16,274.3902,521.4138,15.861,3.1008,32.1402,531.0
DL_23_2021-07-17,DL,23,2021-07-17,407.7144,729.504,29.478,3.0498,30.855,681.0
DL_23_2021-07-18,DL,23,2021-07-18,265.9446,440.3544,22.8276,2.2644,28.3458,545.0
DL_23_2021-07-19,DL,23,2021-07-19,367.9242,534.2964,26.4894,2.5806,33.4866,482.0
DL_23_2021-07-20,DL,23,2021-07-20,486.6216,605.7678,36.5058,4.9674,32.1606,643.0
DL_23_2021-07-21,DL,23,2021-07-21,196.3704,289.0986,19.1352,2.2134,26.6118,459.0
DL_23_2021-07-22,DL,23,2021-07-22,50.082,77.1834,25.6428,1.3974,27.4074,184.0
DL_23_2021-07-23,DL,23,2021-07-23,106.2534,203.0616,16.8708,1.3974,21.5526,131.0
DL_23_2021-07-24,DL,23,2021-07-24,107.8446,279.6942,24.5106,0.5916,40.2288,299.0
DL_23_2021-07-25,DL,23,2021-07-25,81.1104,181.9068,31.161,0.4998,35.9346,182.0
DL_23_2021-07-26,DL,23,2021-07-26,116.0454,227.1744,37.281,0.4896,29.1924,272.0
DL_23_2021-07-27,DL,23,2021-07-27,119.4318,269.1168,32.7828,0.4896,27.0912,285.0
DL_23_2021-07-28,DL,23,2021-07-28,124.4808,306.2754,37.077,0.51,27.0096,272.0
DL_23_2021-07-29,DL,23,2021-07-29,149.3178,380.0214,33.7314,0.5304,27.846,315.0
DL_23_2021-07-30,DL,23,2021-07-30,210.0078,432.327,25.602,0.6222,29.172,388.0
DL_23_2021-07-31,DL,23,2021-07-31,210.5076,333.1116,19.1148,0.7854,30.9264,439.0
DL_23_2021-08-01,DL,23,2021-08-01,123.2976,247.248,14.1678,0.6936,30.8448,299.0
DL_23_2021-08-02,DL,23,2021-08-02,123.9096,264.4758,22.6338,0.612,29.6208,278.0
DL_23_2021-08-03,DL,23,2021-08-03,83.8644,163.0776,19.89,0.6324,28.6416,264.0
DL_23_2021-08-04,DL,23,2021-08-04,191.76,328.0116,20.4306,0.6834,29.0904,176.0
DL_23_2021-08-05,DL,23,2021-08-05,360.3252,603.8808,30.5082,0.7956,33.2724,560.0
DL_23_2021-08-06,DL,23,2021-08-06,191.0766,316.5366,19.584,0.7038,30.7326,447.0
DL_23_2021-08-07,DL,23,2021-08-07,70.89,112.8834,21.1548,0.6018,28.9068,252.0
DL_23_2021-08-08,DL,23,2021-08-08,104.4888,242.8212,25.7448,0.6222,31.2426,163.0
DL_23_2021-08-09,DL,23,2021-08-09,108.375,342.363,32.2218,0.612,31.314,267.0
DL_23_2021-08-10,DL,23,2021-08-10,203.5104,476.9112,23.3172,0.6426,29.6616,441.0
DL_23_2021-08-11,DL,23,2021-08-11,226.2666,487.5192,24.378,0.6936,30.396,476.0
DL_23_2021-08-12,DL,23,2021-08-12,256.683,411.9984,26.6322,0.7038,32.9256,407.0
DL_23_2021-08-13,DL,23,2021-08-13,230.4588,364.1196,33.0888,0.7038,30.9264,397.0
DL_23_2021-08-14,DL,23,2021-08-14,164.6688,241.2096,15.6672,0.7038,28.458,372.0
DL_23_2021-08-15,DL,23,2021-08-15,150.3072,354.1338,12.6684,0.6732,30.5388,313.0
DL_23_2021-08-16,DL,23,2021-08-16,114.546,318.8214,14.2494,0.6936,35.6592,318.0
DL_23_2021-08-17,DL,23,2021-08-17,119.7888,392.496,23.1438,0.7242,50.2248,286.0
DL_23_2021-08-18,DL,23,2021-08-18,113.6586,333.6114,23.3274,0.7446,30.09,405.0
DL_23_2021-08-19,DL,23,2021-08-19,118.5444,223.2882,20.1858,0.8262,30.4062,220.0
DL_23_2021-08-20,DL,23,2021-08-20,84.7008,145.4316,18.6048,0.816,38.556,284.0
DL_23_2021-08-21,DL,23,2021-08-21,80.7942,136.1496,18.105,0.816,33.915,131.0
DL_23_2021-08-22,DL,23,2021-08-22,72.7464,130.2846,15.4836,0.6834,34.0476,188.0
DL_23_2021-08-23,DL,23,2021-08-23,69.8088,122.2266,27.6114,0.7038,37.3626,111.0
DL_23_2021-08-24,DL,23,2021-08-24,91.2594,137.4348,27.0198,0.7446,35.394,178.0
DL_23_2021-08-25,DL,23,2021-08-25,82.671,119.0952,32.4768,0.765,36.0162,216.0
DL_23_2021-08-26,DL,23,2021-08-26,51.459,78.4788,17.7072,0.7242,41.4018,96.0
DL_23_2021-08-27,DL,23,2021-08-27,55.1412,107.9568,12.3318,0.7242,35.2206,85.0
DL_23_2021-08-28,DL,23,2021-08-28,157.743,383.0712,25.3164,0.867,34.2924,291.0
DL_23_2021-09-01,DL,23,2021-09-01,160.6704,317.6382,25.4388,0.8874,25.9284,343.0
DL_23_2021-09-02,DL,23,2021-09-02,174.3996,317.6382,14.0964,1.5198,17.85,338.0
DL_23_2021-09-03,DL,23,2021-09-03,77.6016,317.6382,20.1654,1.5198,16.4934,231.0
DL_23_2021-09-04,DL,23,2021-09-04,124.3584,317.6382,18.3702,1.8156,16.6872,257.0
DL_23_2021-09-05,DL,23,2021-09-05,110.9658,317.6382,22.542,0.6222,17.2788,282.0
DL_23_2021-09-06,DL,23,2021-09-06,136.1496,317.6382,23.7762,1.1832,17.391,312.0
DL_23_2021-09-07,DL,23,2021-09-07,139.7808,317.6382,25.8876,1.3362,17.3094,320.0
DL_23_2021-09-08,DL,23,2021-09-08,139.128,443.139,21.3588,0.918,17.1054,311.0
DL_23_2021-09-09,DL,23,2021-09-09,113.067,339.9762,18.3804,0.765,17.0544,334.0
